"","Year","hdi","me_normalized","Name"
"596",1998,0.861,17.09753646,22
"597",1998,0.571,19.997076,24
"598",1998,0.48,17.10035309,26
"599",1998,0.414,20.123609,27
"600",1998,0.738,21.58701973,28
"601",1998,0.677,18.52351415,29
"602",1998,0.355,17.06321989,30
"603",1998,0.675,21.39606173,32
"604",1998,0.594,24.41317325,33
"605",1998,0.49,17.86647927,35
"606",1998,0.487,20.24275016,39
"607",1998,0.534,20.69558845,42
"608",1998,0.326,22.42425468,43
"609",1998,0.607,20.42540164,44
"610",1998,0.435,22.93655894,45
"611",1998,0.556,23.75942604,46
"612",1998,0.758,17.6791879,47
"613",1998,0.855,24.35687073,48
"614",1998,0.481,20.02304149,49
"615",1998,0.647,18.96279579,50
"616",1998,0.849,20.35779792,51
"617",1998,0.606,18.77933191,52
"618",1998,0.46,17.73642544,53
"619",1998,0.77,17.18560483,55
"620",1998,0.844,21.63190481,57
"621",1998,0.459,22.49364809,59
"622",1998,0.695,17.55966094,60
"623",1998,0.637,20.69214285,62
"624",1998,0.575,17.08398668,63
"625",1998,0.509,20.86275359,64
"626",1998,0.557,20.99953715,65
"627",1998,0.559,17.72192854,66
"628",1998,0.255,18.7518747,67
"629",1998,0.904,21.97346054,70
"630",1998,0.442,18.28247372,74
"631",1998,0.626,23.76117599,75
"632",1998,0.774,18.13420934,76
"633",1998,0.81,16.17091376,77
"634",1998,0.705,22.21981952,78
"635",1998,0.485,21.36809215,79
"636",1998,0.736,23.07062901,80
"637",1998,0.284,19.37602898,82
"638",1998,0.813,21.97438488,83
"639",1998,0.64,20.8149691,84
"640",1998,0.821,21.4700674,86
"641",1998,0.882,19.71773226,87
"642",1998,0.588,22.89586162,88
"643",1998,0.425,24.33056339,89
"644",1998,0.678,26.33639394,90
"645",1998,0.694,20.1668297,91
"646",1998,0.688,19.76746145,93
"647",1998,0.862,19.53909566,95
"648",1999,0.431,21.96503455,2
"649",1999,0.442,22.77356826,3
"650",1999,0.348,21.47674562,4
"651",1999,0.391,20.41865809,6
"652",1999,0.664,22.00376834,7
"653",1999,0.842,16.69712936,9
"654",1999,0.469,18.94882802,11
"655",1999,0.76,23.01245905,12
"656",1999,0.679,19.37007033,13
"657",1999,0.875,19.6938751,14
"658",1999,0.409,17.73889257,15
"659",1999,0.619,18.29480005,16
"660",1999,0.582,22.82871358,18
"661",1999,0.716,21.43775114,19
"662",1999,0.295,21.90108872,21
"663",1999,0.436,18.82131996,22
"664",1999,0.75,19.48528929,24
"665",1999,0.662,21.74747107,25
"666",1999,0.717,19.50587001,27
"667",1999,0.419,21.61852854,28
"668",1999,0.747,18.55821151,29
"669",1999,0.868,17.06794742,30
"670",1999,0.359,20.37186961,31
"671",1999,0.654,21.22640507,32
"672",1999,0.673,24.38418914,33
"673",1999,0.608,15.07370345,34
"674",1999,0.773,17.89774477,35
"675",1999,0.479,22.33515786,36
"676",1999,0.868,20.37078564,39
"677",1999,0.797,23.35483538,41
"678",1999,0.542,22.61792557,43
"679",1999,0.611,22.88027831,45
"680",1999,0.439,23.76857163,46
"681",1999,0.56,17.62508152,47
"682",1999,0.765,24.48731998,48
"683",1999,0.86,20.05381314,49
"684",1999,0.594,18.83884999,50
"685",1999,0.68,20.53653091,51
"686",1999,0.781,18.76255827,52
"687",1999,0.613,17.62298256,53
"688",1999,0.723,21.23206309,54
"689",1999,0.399,17.14723712,55
"690",1999,0.775,17.27998561,56
"691",1999,0.751,21.7907802,57
"692",1999,0.793,17.85003773,58
"693",1999,0.672,17.67592353,60
"694",1999,0.699,22.67294506,61
"695",1999,0.64,17.10867458,63
"696",1999,0.404,21.01626535,65
"697",1999,0.872,17.39004555,66
"698",1999,0.568,18.57385885,67
"699",1999,0.259,20.71545312,68
"700",1999,0.909,21.60143665,71
"701",1999,0.443,20.67757532,73
"702",1999,0.729,18.20813538,74
"703",1999,0.677,23.6301669,75
"704",1999,0.63,18.17586665,76
"705",1999,0.786,16.22156766,77
"706",1999,0.711,22.22582517,78
"707",1999,0.646,21.27602194,79
"708",1999,0.492,23.21607343,80
"709",1999,0.71,20.26283885,81
"710",1999,0.763,21.86965917,83
"711",1999,0.826,20.84338646,84
"712",1999,0.813,18.67142346,85
"713",1999,0.899,19.69328386,87
"714",1999,0.889,23.02101816,88
"715",1999,0.426,26.36162051,90
"716",1999,0.679,20.1686379,91
"717",1999,0.39,19.79503652,93
"718",1999,0.69,17.84288579,94
"719",1999,0.776,19.38918435,95
"720",2000,0.739,21.35515638,1
"721",2000,0.574,21.90702572,2
"722",2000,0.42,22.70753923,3
"723",2000,0.437,21.37848132,4
"724",2000,0.637,19.69895147,5
"725",2000,0.813,20.42323876,6
"726",2000,0.781,21.88353915,7
"727",2000,0.669,15.77787389,8
"728",2000,0.903,16.48940229,9
"729",2000,0.635,18.97021977,10
"730",2000,0.795,19.03434303,11
"731",2000,0.478,23.15195767,12
"732",2000,0.771,19.31351942,13
"733",2000,0.686,19.6772741,14
"734",2000,0.64,17.56080702,15
"735",2000,0.627,18.62797409,17
"736",2000,0.679,22.83944728,18
"737",2000,0.802,21.46684973,19
"738",2000,0.72,23.85570167,20
"739",2000,0.293,21.83114267,21
"740",2000,0.424,18.70498578,22
"741",2000,0.293,19.45443579,24
"742",2000,0.588,21.59560921,25
"743",2000,0.666,17.07457055,26
"744",2000,0.349,19.39900687,27
"745",2000,0.721,21.68937414,28
"746",2000,0.421,18.51935182,29
"747",2000,0.804,17.01300177,30
"748",2000,0.87,20.24125701,31
"749",2000,0.703,21.16675559,32
"750",2000,0.659,24.2441485,33
"751",2000,0.613,15.01653868,34
"752",2000,0.787,22.24157973,36
"753",2000,0.403,17.77560722,38
"754",2000,0.69,20.38899191,39
"755",2000,0.494,23.38265186,41
"756",2000,0.804,20.84507882,42
"757",2000,0.34,20.35895434,44
"758",2000,0.616,23.7129157,46
"759",2000,0.442,17.58979292,47
"760",2000,0.566,24.54119075,48
"761",2000,0.772,20.08713602,49
"762",2000,0.495,18.92499362,50
"763",2000,0.838,20.65071298,51
"764",2000,0.553,18.6690426,52
"765",2000,0.781,17.67013609,53
"766",2000,0.471,21.15059543,54
"767",2000,0.459,17.04844502,55
"768",2000,0.435,17.44988927,56
"769",2000,0.862,21.92417119,57
"770",2000,0.312,17.82939421,58
"771",2000,0.795,22.92388071,59
"772",2000,0.464,17.75433391,60
"773",2000,0.678,22.5103155,61
